timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
536048980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536150184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536253742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536456884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536657170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536860113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537062609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537365943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537567202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537769132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537971538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
